IID	sex	pop	experim	meas.by	serum	growth
NA19173	1	YRI	6	9	FBS	59545.728
NA19173	1	YRI	11	12	FBS	107025.534
NA19173	1	YRI	7	9	FBS	48251.478
NA19173	1	YRI	8	2	FBS	97358.877
NA19173	1	YRI	3	3	FBS	77781.77
NA19174	1	YRI	7	1	FBS	66583.572
NA19174	1	YRI	5	1	FBS	68905.914
NA19174	1	YRI	4	1	FBS	68277.099
NA19174	1	YRI	3	1	FBS	66424.842
NA19174	1	YRI	9	1	FBS	66053.658
NA19174	1	YRI	11	1	FBS	65976.735
NA19175	1	YRI	7	1	FBS	55180.653
NA19175	1	YRI	5	1	FBS	44007.689
NA19175	1	YRI	4	1	FBS	49721.155
NA19175	1	YRI	9	1	FBS	52492.825
NA19175	1	YRI	3	1	FBS	48914.481
NA19175	1	YRI	11	1	FBS	55953.24075
NA19176	2	YRI	5	1	FBS	67475.5125
NA19176	2	YRI	9	1	FBS	67941.324
NA19176	2	YRI	3	1	FBS	69641.5665
NA19176	2	YRI	4	1	FBS	70720.32
NA19176	2	YRI	7	1	FBS	84806.997
NA19176	2	YRI	11	1	FBS	72868.7916
NA19177	1	YRI	9	1	FBS	73854.22
NA19177	1	YRI	7	1	FBS	62347.516
NA19177	1	YRI	5	1	FBS	73207.904
NA19177	1	YRI	11	1	FBS	72082.142
NA19177	1	YRI	3	1	FBS	69601.884
NA19177	1	YRI	4	1	FBS	67728.056
NA19178	1	YRI	4	1	FBS	79758.162
NA19178	1	YRI	11	1	FBS	84602.4795
NA19178	1	YRI	5	1	FBS	76643.391
NA19178	1	YRI	7	1	FBS	67309.0902
NA19178	1	YRI	3	1	FBS	69074.819
NA19178	1	YRI	9	1	FBS	76719.7035
NA19179	2	YRI	4	1	FBS	41872.16
NA19179	2	YRI	5	1	FBS	37149.332
NA19179	2	YRI	3	1	FBS	44320.4685
NA19179	2	YRI	11	1	FBS	39829.834
NA19179	2	YRI	7	1	FBS	39408.996
NA19179	2	YRI	9	1	FBS	43445.0115
NA19180	2	YRI	5	1	FBS	51306.42
NA19180	2	YRI	4	1	FBS	51726.444
NA19180	2	YRI	3	1	FBS	52749.642
NA19180	2	YRI	11	1	FBS	53215.25
NA19180	2	YRI	7	1	FBS	50780.576
NA19180	2	YRI	9	1	FBS	44999.955
NA19181	1	YRI	5	1	FBS	37234.11323
NA19181	1	YRI	3	1	FBS	36648.0708
NA19181	1	YRI	4	1	FBS	36845.07043
NA19181	1	YRI	11	1	FBS	36100.53
NA19181	1	YRI	7	1	FBS	35041.30457
NA19181	1	YRI	9	1	FBS	36609.06857
NA19182	2	YRI	9	1	FBS	52736.211
NA19182	2	YRI	11	1	FBS	61086.63
NA19182	2	YRI	4	1	FBS	54278.334
NA19182	2	YRI	5	1	FBS	47790.4284
NA19182	2	YRI	7	1	FBS	49506.666
NA19182	2	YRI	3	1	FBS	54742.8024
NA19183	2	YRI	7	1	FBS	100458.182
NA19183	2	YRI	4	1	FBS	96532.26
NA19183	2	YRI	9	1	FBS	102268.518
NA19183	2	YRI	5	1	FBS	102241.656
NA19183	2	YRI	11	1	FBS	102507.02
NA19183	2	YRI	3	1	FBS	102305.148
NA19184	1	YRI	4	1	FBS	74415.41486
NA19184	1	YRI	3	1	FBS	73339.1208
NA19184	1	YRI	5	1	FBS	73260.814
NA19184	1	YRI	11	1	FBS	78145.11
NA19184	1	YRI	9	1	FBS	64904.17371
NA19184	1	YRI	7	1	FBS	79507.857
NA19185	2	YRI	4	1	FBS	87280.27338
NA19185	2	YRI	5	1	FBS	94057.9035
NA19185	2	YRI	11	1	FBS	91179.396
NA19185	2	YRI	9	1	FBS	67438.96971
NA19185	2	YRI	7	1	FBS	92034.7065
NA19185	2	YRI	3	1	FBS	71590.893
NA19186	1	YRI	4	1	FBS	69071.97
NA19186	1	YRI	3	1	FBS	72582.752
NA19186	1	YRI	9	1	FBS	65406.528
NA19186	1	YRI	11	1	FBS	70758.171
NA19186	1	YRI	5	1	FBS	74957.19
NA19186	1	YRI	7	1	FBS	71526.994
NA19189	1	YRI	5	1	FBS	68162.325
NA19189	1	YRI	11	1	FBS	70853.409
NA19189	1	YRI	4	1	FBS	69790.22325
NA19189	1	YRI	9	1	FBS	73006.032
NA19189	1	YRI	7	1	FBS	74879.046
NA19189	1	YRI	3	1	FBS	61347.924
NA19190	2	YRI	11	1	FBS	56320.4565
NA19190	2	YRI	7	1	FBS	73120.806
NA19190	2	YRI	9	1	FBS	55413.05
NA19190	2	YRI	5	1	FBS	57442.352
NA19190	2	YRI	4	1	FBS	63952.9275
NA19190	2	YRI	3	1	FBS	63893.709
NA19191	1	YRI	9	1	FBS	48842.442
NA19191	1	YRI	7	1	FBS	46149.4044
NA19191	1	YRI	5	1	FBS	48579.52
NA19191	1	YRI	3	1	FBS	47957.4612
NA19191	1	YRI	4	1	FBS	48169.9152
NA19191	1	YRI	11	1	FBS	52268.568
NA19192	1	YRI	2	7	BGS	93636.048
NA19192	1	YRI	8	2	FBS	114248.97
NA19192	1	YRI	10	11	BGS	87123.2
NA19192	1	YRI	5	9	FBS	100286.835
NA19192	1	YRI	11	12	FBS	107804.532
NA19192	1	YRI	3	3	FBS	102930.3
NA19192	1	YRI	1	7	BGS	81778.51
NA19192	1	YRI	6	9	FBS	72173.31
NA19192	1	YRI	9	9	FBS	104117.112
NA19192	1	YRI	7	9	FBS	113622.597
NA19193	2	YRI	3	3	FBS	52285.662
NA19193	2	YRI	9	9	FBS	57369.906
NA19193	2	YRI	2	7	BGS	41139.153
NA19193	2	YRI	11	12	FBS	86553.027
NA19193	2	YRI	5	9	FBS	85998.693
NA19193	2	YRI	6	9	FBS	58096.401
NA19193	2	YRI	7	9	FBS	73542.051
NA19193	2	YRI	8	2	FBS	87338.13
NA19193	2	YRI	1	7	BGS	47783.1024
NA19193	2	YRI	10	11	BGS	45787.5
NA19194	1	YRI	10	11	BGS	66923
NA19194	1	YRI	9	9	FBS	106035.303
NA19194	1	YRI	6	9	FBS	95196.486
NA19194	1	YRI	8	2	FBS	123874.113
NA19194	1	YRI	2	7	BGS	48186.765
NA19194	1	YRI	5	9	FBS	124034.471
NA19194	1	YRI	3	3	FBS	61262.454
NA19194	1	YRI	7	9	FBS	103244.097
NA19194	1	YRI	11	12	FBS	128997.429
NA19194	1	YRI	1	7	BGS	56987.733
NA19197	2	YRI	4	1	FBS	35963.9445
NA19197	2	YRI	9	1	FBS	36021.942
NA19197	2	YRI	3	1	FBS	37161.135
NA19197	2	YRI	11	1	FBS	36661.746
NA19197	2	YRI	7	1	FBS	35633.664
NA19197	2	YRI	5	1	FBS	37090.317
NA19198	1	YRI	7	1	FBS	67869.5292
NA19198	1	YRI	11	1	FBS	65196.516
NA19198	1	YRI	3	1	FBS	65030.46
NA19198	1	YRI	9	1	FBS	60995.462
NA19198	1	YRI	5	1	FBS	62958.83
NA19198	1	YRI	4	1	FBS	68089.6755
NA19199	2	YRI	9	1	FBS	62587.8495
NA19199	2	YRI	5	1	FBS	77185.922
NA19199	2	YRI	7	1	FBS	57266.7315
NA19199	2	YRI	4	1	FBS	69340.59
NA19199	2	YRI	3	1	FBS	73088.246
NA19199	2	YRI	11	1	FBS	71899.1955
NA19200	1	YRI	6	9	FBS	62777.715
NA19200	1	YRI	11	12	FBS	114659.226
NA19200	1	YRI	8	2	FBS	86460.231
NA19200	1	YRI	1	7	BGS	52441.95
NA19200	1	YRI	9	9	FBS	45481.029
NA19200	1	YRI	7	9	FBS	44533.533
NA19200	1	YRI	10	11	BGS	75882.7
NA19200	1	YRI	3	3	FBS	103239.213
NA19200	1	YRI	5	9	FBS	76776.48
NA19200	1	YRI	2	7	BGS	54213.621
NA19201	2	YRI	8	2	FBS	69070.749
NA19201	2	YRI	9	9	FBS	45820.467
NA19201	2	YRI	10	11	BGS	73108.596
NA19201	2	YRI	11	12	FBS	104279.505
NA19201	2	YRI	3	3	FBS	94035.722
NA19201	2	YRI	7	9	FBS	50837.556
NA19201	2	YRI	6	9	FBS	46347.3285
NA19201	2	YRI	1	7	BGS	53251.473
NA19201	2	YRI	2	7	BGS	53674.346
NA19201	2	YRI	5	9	FBS	59677.596
NA19202	2	YRI	7	9	FBS	69416.292
NA19202	2	YRI	8	2	FBS	81527.391
NA19202	2	YRI	9	9	FBS	71916.9
NA19202	2	YRI	11	12	FBS	130331.982
NA19202	2	YRI	5	9	FBS	77671.066
NA19202	2	YRI	6	9	FBS	53448.6645
NA19202	2	YRI	3	3	FBS	87652.334
NA19202	2	YRI	2	7	BGS	51931.572
NA19202	2	YRI	10	11	BGS	66398
NA19202	2	YRI	1	7	BGS	61405.311
NA19203	1	YRI	3	3	FBS	69778.522
NA19203	1	YRI	10	11	BGS	92976.708
NA19203	1	YRI	8	2	FBS	41031.705
NA19203	1	YRI	2	7	BGS	35354.055
NA19203	1	YRI	11	12	FBS	69830.211
NA19203	1	YRI	9	9	FBS	46584.813
NA19203	1	YRI	5	9	FBS	45874.8015
NA19203	1	YRI	6	9	FBS	34423.0425
NA19203	1	YRI	1	7	BGS	42543.303
NA19203	1	YRI	7	9	FBS	47471.259
NA19204	2	YRI	10	11	BGS	25916.9
NA19204	2	YRI	9	9	FBS	55728.882
NA19204	2	YRI	11	12	FBS	68868.063
NA19204	2	YRI	2	7	BGS	23274.702
NA19204	2	YRI	7	9	FBS	50081.757
NA19204	2	YRI	8	2	FBS	55218.504
NA19204	2	YRI	1	7	BGS	22560.417
NA19204	2	YRI	6	9	FBS	44411.433
NA19204	2	YRI	3	3	FBS	53859.531
NA19204	2	YRI	5	9	FBS	55402.875
NA19205	1	YRI	3	3	FBS	109700.338
NA19205	1	YRI	6	9	FBS	71763.054
NA19205	1	YRI	1	7	BGS	56187.978
NA19205	1	YRI	5	9	FBS	86931.537
NA19205	1	YRI	7	9	FBS	35489.586
NA19205	1	YRI	8	2	FBS	72122.028
NA19205	1	YRI	2	7	BGS	50606.787
NA19205	1	YRI	10	11	BGS	51174.6
NA19205	1	YRI	9	9	FBS	39150.144
NA19205	1	YRI	11	12	FBS	105451.665
NA19206	2	YRI	8	2	FBS	72399.195
NA19206	2	YRI	2	7	BGS	30112.302
NA19206	2	YRI	6	9	FBS	44934.021
NA19206	2	YRI	5	9	FBS	65664.7695
NA19206	2	YRI	9	9	FBS	73617.753
NA19206	2	YRI	1	7	BGS	28889.4705
NA19206	2	YRI	7	9	FBS	62954.76
NA19206	2	YRI	11	12	FBS	101112.231
NA19206	2	YRI	3	3	FBS	84936.423
NA19206	2	YRI	10	11	BGS	57997.5
NA19207	1	YRI	10	11	BGS	36984.1
NA19207	1	YRI	7	9	FBS	49024.371
NA19207	1	YRI	6	9	FBS	39305.211
NA19207	1	YRI	8	2	FBS	67868.064
NA19207	1	YRI	2	7	BGS	25959.274
NA19207	1	YRI	1	7	BGS	22150.161
NA19207	1	YRI	3	3	FBS	67114.3
NA19207	1	YRI	5	9	FBS	49970.646
NA19207	1	YRI	11	12	FBS	85394.298
NA19207	1	YRI	9	9	FBS	57445.608
NA19208	1	YRI	8	2	FBS	136118.301
NA19208	1	YRI	10	11	BGS	87885.1
NA19208	1	YRI	7	9	FBS	94452.897
NA19208	1	YRI	2	7	BGS	84382.089
NA19208	1	YRI	6	9	FBS	66860.739
NA19208	1	YRI	9	9	FBS	96058.512
NA19208	1	YRI	5	9	FBS	111240.426
NA19208	1	YRI	11	12	FBS	142653.093
NA19208	1	YRI	1	7	BGS	89118.348
NA19208	1	YRI	3	3	FBS	130208.254
NA19209	2	YRI	10	11	BGS	73291.746
NA19209	2	YRI	2	7	BGS	47034.548
NA19209	2	YRI	1	7	BGS	44472.483
NA19209	2	YRI	6	9	FBS	56897.379
NA19209	2	YRI	9	9	FBS	77113.476
NA19209	2	YRI	3	3	FBS	83521.284
NA19209	2	YRI	5	9	FBS	72924.8355
NA19209	2	YRI	11	12	FBS	51855.87
NA19209	2	YRI	8	2	FBS	75693.453
NA19209	2	YRI	7	9	FBS	76601.877
NA19210	1	YRI	7	9	FBS	83573.787
NA19210	1	YRI	1	7	BGS	43886.403
NA19210	1	YRI	9	9	FBS	77788.689
NA19210	1	YRI	6	9	FBS	75266.103
NA19210	1	YRI	11	12	FBS	125123.196
NA19210	1	YRI	8	2	FBS	82146.438
NA19210	1	YRI	2	7	BGS	39126.945
NA19210	1	YRI	10	11	BGS	72397.974
NA19210	1	YRI	5	9	FBS	97414.4325
NA19210	1	YRI	3	3	FBS	116953.485
NA19211	1	YRI	6	9	FBS	46390.674
NA19211	1	YRI	9	9	FBS	28874.208
NA19211	1	YRI	1	7	BGS	58673.934
NA19211	1	YRI	3	3	FBS	93144.392
NA19211	1	YRI	5	9	FBS	68043.888
NA19211	1	YRI	7	9	FBS	28048.812
NA19211	1	YRI	10	11	BGS	38893.7
NA19211	1	YRI	8	2	FBS	51805.809
NA19211	1	YRI	2	7	BGS	37191.66
NA19211	1	YRI	11	12	FBS	46780.173
NA19213	1	YRI	4	1	FBS	53914.9644
NA19213	1	YRI	3	1	FBS	63245.358
NA19213	1	YRI	11	1	FBS	54081.753
NA19213	1	YRI	5	1	FBS	53399.214
NA19213	1	YRI	7	1	FBS	56669.052
NA19213	1	YRI	9	1	FBS	51992.622
NA19214	2	YRI	3	1	FBS	50964.23475
NA19214	2	YRI	5	1	FBS	37891.7
NA19214	2	YRI	9	1	FBS	32621.864
NA19214	2	YRI	11	1	FBS	39364.226
NA19214	2	YRI	7	1	FBS	40738.665
NA19214	2	YRI	4	1	FBS	44178.222
NA19215	2	YRI	5	1	FBS	71737.413
NA19215	2	YRI	3	1	FBS	65386.992
NA19215	2	YRI	4	1	FBS	70400.418
NA19215	2	YRI	11	1	FBS	71410.185
NA19215	2	YRI	7	1	FBS	71195.289
NA19215	2	YRI	9	1	FBS	63120.816
NA19221	2	YRI	11	12	FBS	71187.963
NA19221	2	YRI	10	11	BGS	NA
NA19221	2	YRI	8	2	FBS	51286.884
NA19221	2	YRI	5	9	FBS	51740.4855
NA19221	2	YRI	9	9	FBS	49336.947
NA19221	2	YRI	2	7	BGS	NA
NA19221	2	YRI	6	9	FBS	38148.924
NA19221	2	YRI	7	9	FBS	49973.088
NA19221	2	YRI	3	3	FBS	53321.07
NA19221	2	YRI	1	7	BGS	42993.852
NA19222	2	YRI	6	9	FBS	34910.425
NA19222	2	YRI	10	11	BGS	55848.54
NA19222	2	YRI	7	9	FBS	55166.001
NA19222	2	YRI	9	9	FBS	49819.242
NA19222	2	YRI	5	9	FBS	51028.032
NA19222	2	YRI	3	3	FBS	79879.041
NA19222	2	YRI	1	7	BGS	36272.247
NA19222	2	YRI	11	12	FBS	76971.84
NA19222	2	YRI	2	7	BGS	33278.355
NA19222	2	YRI	8	2	FBS	56639.748
NA19223	1	YRI	11	12	FBS	86827.752
NA19223	1	YRI	6	9	FBS	48192.87
NA19223	1	YRI	7	9	FBS	40655.637
NA19223	1	YRI	3	3	FBS	69253.899
NA19223	1	YRI	1	7	BGS	46151.358
NA19223	1	YRI	2	7	BGS	48385.788
NA19223	1	YRI	8	2	FBS	67833.876
NA19223	1	YRI	9	9	FBS	41880.3
NA19223	1	YRI	10	11	BGS	49103.7
NA19223	1	YRI	5	9	FBS	64399.203
NA19224	1	YRI	11	1	FBS	114858.249
NA19224	1	YRI	9	1	FBS	107169.612
NA19224	1	YRI	4	1	FBS	107406.486
NA19224	1	YRI	5	1	FBS	114505.38
NA19224	1	YRI	7	1	FBS	116311.239
NA19224	1	YRI	3	1	FBS	109397.937
NA19225	2	YRI	5	1	FBS	79881.89
NA19225	2	YRI	11	1	FBS	80996.256
NA19225	2	YRI	4	1	FBS	87264.17229
NA19225	2	YRI	3	1	FBS	83359.298
NA19225	2	YRI	7	1	FBS	79465.936
NA19225	2	YRI	9	1	FBS	74614.496
NA19226	1	YRI	3	1	FBS	36800.3295
NA19226	1	YRI	9	1	FBS	33314.578
NA19226	1	YRI	4	1	FBS	28014.624
NA19226	1	YRI	7	1	FBS	29838.798
NA19226	1	YRI	11	1	FBS	31468.833
NA19226	1	YRI	5	1	FBS	31912.056
NA19235	2	YRI	11	1	FBS	58451.712
NA19235	2	YRI	5	1	FBS	55325.952
NA19235	2	YRI	4	1	FBS	58804.988
NA19235	2	YRI	9	1	FBS	50629.07025
NA19235	2	YRI	3	1	FBS	56066.79375
NA19235	2	YRI	7	1	FBS	56039.238
NA19236	1	YRI	5	1	FBS	54116.24625
NA19236	1	YRI	9	1	FBS	51837.148
NA19236	1	YRI	4	1	FBS	55815.98
NA19236	1	YRI	11	1	FBS	58400.77886
NA19236	1	YRI	3	1	FBS	58775.58225
NA19236	1	YRI	7	1	FBS	57246.178
NA19237	2	YRI	3	1	FBS	59953.542
NA19237	2	YRI	7	1	FBS	62993.018
NA19237	2	YRI	11	1	FBS	63863.998
NA19237	2	YRI	4	1	FBS	57641.782
NA19237	2	YRI	9	1	FBS	59699.574
NA19237	2	YRI	5	1	FBS	63295.826
NA19238	2	YRI	9	9	FBS	49670.28
NA19238	2	YRI	11	12	FBS	70350.357
NA19238	2	YRI	1	7	BGS	41192.877
NA19238	2	YRI	5	9	FBS	59632.826
NA19238	2	YRI	8	2	FBS	64637.298
NA19238	2	YRI	10	11	BGS	55680.042
NA19238	2	YRI	6	9	FBS	41789.946
NA19238	2	YRI	2	7	BGS	41191.656
NA19238	2	YRI	3	3	FBS	71081.736
NA19238	2	YRI	7	9	FBS	49350.378
NA19239	1	YRI	9	9	FBS	99990.132
NA19239	1	YRI	11	12	FBS	110576.202
NA19239	1	YRI	3	3	FBS	70625.082
NA19239	1	YRI	5	9	FBS	76757.5545
NA19239	1	YRI	7	9	FBS	101545.686
NA19239	1	YRI	10	11	BGS	68532.288
NA19239	1	YRI	1	7	BGS	59703.237
NA19239	1	YRI	8	2	FBS	65796.027
NA19239	1	YRI	6	9	FBS	47169.672
NA19239	1	YRI	2	7	BGS	64885.568
NA19240	2	YRI	3	3	FBS	58241.7
NA19240	2	YRI	6	9	FBS	42865.647
NA19240	2	YRI	1	7	BGS	37388.241
NA19240	2	YRI	2	7	BGS	28813.158
NA19240	2	YRI	10	11	BGS	39406.6
NA19240	2	YRI	5	9	FBS	52514.396
NA19240	2	YRI	9	9	FBS	50631.207
NA19240	2	YRI	11	12	FBS	78716.649
NA19240	2	YRI	7	9	FBS	51179.436
NA19240	2	YRI	8	2	FBS	52732.548
NA19247	2	YRI	9	1	FBS	46038.4155
NA19247	2	YRI	7	1	FBS	50015.51775
NA19247	2	YRI	11	1	FBS	48349.972
NA19247	2	YRI	3	1	FBS	47422.012
NA19247	2	YRI	4	1	FBS	49990.996
NA19247	2	YRI	5	1	FBS	47387.01
NA19248	1	YRI	5	1	FBS	67300.299
NA19248	1	YRI	3	1	FBS	67776.822
NA19248	1	YRI	9	1	FBS	60836.01975
NA19248	1	YRI	11	1	FBS	69473.272
NA19248	1	YRI	4	1	FBS	64552.05
NA19248	1	YRI	7	1	FBS	67159.07
NA19249	1	YRI	5	1	FBS	70297.854
NA19249	1	YRI	11	1	FBS	71139.53
NA19249	1	YRI	9	1	FBS	71461.06
NA19249	1	YRI	7	1	FBS	70647.06
NA19249	1	YRI	3	1	FBS	71022.314
NA19249	1	YRI	4	1	FBS	69299.076
NA19252	1	YRI	11	1	FBS	95797.218
NA19252	1	YRI	5	1	FBS	97169.622
NA19252	1	YRI	4	1	FBS	87469.998
NA19252	1	YRI	9	1	FBS	NA
NA19252	1	YRI	3	1	FBS	NA
NA19252	1	YRI	7	1	FBS	NA
NA19256	1	YRI	5	1	FBS	39978.89775
NA19256	1	YRI	3	1	FBS	44434.632
NA19256	1	YRI	7	1	FBS	44994.4605
NA19256	1	YRI	9	1	FBS	38749.96125
NA19256	1	YRI	4	1	FBS	42612.9
NA19256	1	YRI	11	1	FBS	39181.89
NA19257	2	YRI	11	1	FBS	57032.91
NA19257	2	YRI	7	1	FBS	57188.5875
NA19257	2	YRI	3	1	FBS	56517.648
NA19257	2	YRI	4	1	FBS	56263.68
NA19257	2	YRI	9	1	FBS	46523.763
NA19257	2	YRI	5	1	FBS	56115.532
NA19258	1	YRI	7	1	FBS	105039.374
NA19258	1	YRI	5	1	FBS	109489.512
NA19258	1	YRI	4	1	FBS	104752.032
NA19258	1	YRI	9	1	FBS	112203.388
NA19258	1	YRI	3	1	FBS	101986.874
NA19258	1	YRI	11	1	FBS	102552.604
NA19625	2	ASW	5	4	FBS	104886.3
NA19625	2	ASW	10	11	BGS	59387
NA19625	2	ASW	1	7	BGS	35509.122
NA19625	2	ASW	2	7	BGS	31949.907
NA19625	2	ASW	6	4	FBS	90156.2
NA19625	2	ASW	6	4	FBS	90156.2
NA19625	2	ASW	4	4	FBS	109936.4
NA19625	2	ASW	3	4	FBS	107942.7
NA19700	1	ASW	2	7	BGS	64858.299
NA19700	1	ASW	5	6	FBS	95146.4
NA19700	1	ASW	10	11	BGS	61577.472
NA19700	1	ASW	3	6	FBS	96781
NA19700	1	ASW	6	6	FBS	66330.5
NA19700	1	ASW	1	7	BGS	83233.128
NA19700	1	ASW	4	6	FBS	102456.2
NA19701	2	ASW	10	11	BGS	39183.111
NA19701	2	ASW	6	6	FBS	36489.8
NA19701	2	ASW	4	6	FBS	43627.2
NA19701	2	ASW	5	6	FBS	46175.8
NA19701	2	ASW	1	7	BGS	55014.597
NA19701	2	ASW	3	6	FBS	44312.5
NA19701	2	ASW	2	7	BGS	45424.863
NA19702	1	ASW	5	4	FBS	118158.6
NA19702	1	ASW	2	7	BGS	42954.78
NA19702	1	ASW	3	4	FBS	65149.3
NA19702	1	ASW	10	11	BGS	55337.859
NA19702	1	ASW	1	7	BGS	48890.061
NA19702	1	ASW	4	4	FBS	64523.7
NA19702	1	ASW	6	4	FBS	93467.6
NA19702	1	ASW	6	4	FBS	93467.6
NA19703	1	ASW	10	11	BGS	31977.176
NA19703	1	ASW	6	4	FBS	88492
NA19703	1	ASW	6	4	FBS	88492
NA19703	1	ASW	4	4	FBS	101975
NA19703	1	ASW	5	4	FBS	85294.2
NA19703	1	ASW	1	7	BGS	38747.214
NA19703	1	ASW	2	7	BGS	33095.205
NA19703	1	ASW	3	4	FBS	56162.3
NA19704	2	ASW	1	7	BGS	75710.547
NA19704	2	ASW	3	6	FBS	87222.5
NA19704	2	ASW	2	7	BGS	62405.31
NA19704	2	ASW	4	6	FBS	88737.4
NA19704	2	ASW	6	6	FBS	56142.8
NA19704	2	ASW	10	11	BGS	60310.888
NA19704	2	ASW	5	6	FBS	89925.7
NA19705	1	ASW	6	4	FBS	43842.4
NA19705	1	ASW	4	4	FBS	61169.7
NA19705	1	ASW	5	4	FBS	114628.7
NA19705	1	ASW	3	4	FBS	53009.1
NA19705	1	ASW	6	4	FBS	43842.4
NA19705	1	ASW	2	7	BGS	34059.795
NA19705	1	ASW	1	7	BGS	38837.568
NA19705	1	ASW	10	11	BGS	60715.4
NA19707	2	ASW	2	7	BGS	63169.656
NA19707	2	ASW	6	6	FBS	61119.2
NA19707	2	ASW	4	6	FBS	96388.2
NA19707	2	ASW	3	6	FBS	92425.9
NA19707	2	ASW	5	6	FBS	96109.8
NA19707	2	ASW	10	11	BGS	NA
NA19707	2	ASW	1	7	BGS	71454.141
NA19708	2	ASW	4	4	FBS	58653.2
NA19708	2	ASW	5	4	FBS	104950.6
NA19708	2	ASW	3	4	FBS	54449.6
NA19708	2	ASW	2	7	BGS	36455.397
NA19708	2	ASW	6	4	FBS	44346.1
NA19708	2	ASW	1	7	BGS	39479.814
NA19708	2	ASW	6	4	FBS	44346.1
NA19708	2	ASW	10	11	BGS	49626.3
NA19711	1	ASW	10	11	BGS	71299.1
NA19711	1	ASW	4	6	FBS	81961.5
NA19711	1	ASW	1	7	BGS	65742.303
NA19711	1	ASW	2	7	BGS	62457.813
NA19711	1	ASW	3	6	FBS	72569.3
NA19711	1	ASW	6	6	FBS	42888.5
NA19711	1	ASW	5	6	FBS	79335.7
NA19712	2	ASW	4	6	FBS	51430.6
NA19712	2	ASW	5	6	FBS	60942.6
NA19712	2	ASW	6	6	FBS	39593.4
NA19712	2	ASW	10	11	BGS	50600.7
NA19712	2	ASW	3	6	FBS	57740.4
NA19712	2	ASW	2	7	BGS	47402.883
NA19712	2	ASW	1	7	BGS	57786.267
NA19713	2	ASW	10	11	BGS	79242.9
NA19713	2	ASW	3	6	FBS	96434.6
NA19713	2	ASW	2	7	BGS	75523.734
NA19713	2	ASW	6	6	FBS	57984.2
NA19713	2	ASW	1	7	BGS	83482.212
NA19713	2	ASW	4	6	FBS	80625.4
NA19713	2	ASW	5	6	FBS	98076.3
NA19714	2	ASW	1	7	BGS	47935.239
NA19714	2	ASW	6	4	FBS	82077.6
NA19714	2	ASW	2	7	BGS	43412.655
NA19714	2	ASW	6	4	FBS	82077.6
NA19714	2	ASW	4	4	FBS	100802.5
NA19714	2	ASW	10	11	BGS	62742.306
NA19714	2	ASW	3	4	FBS	104898.6
NA19714	2	ASW	5	4	FBS	97894.1
NA19818	1	ASW	6	4	FBS	29121.9
NA19818	1	ASW	5	4	FBS	100339.8
NA19818	1	ASW	10	11	BGS	37076.9
NA19818	1	ASW	6	6	FBS	29121.9
NA19818	1	ASW	1	7	BGS	44514.6075
NA19818	1	ASW	2	7	BGS	36551.856
NA19819	2	ASW	1	7	BGS	42161.13
NA19819	2	ASW	5	6	FBS	44025.6
NA19819	2	ASW	6	6	FBS	39532.1
NA19819	2	ASW	2	7	BGS	45476.145
NA19819	2	ASW	10	11	BGS	39973.1
NA19828	1	ASW	6	4	FBS	57503.4
NA19828	1	ASW	5	4	FBS	94050.4
NA19828	1	ASW	6	4	FBS	57503.4
NA19828	1	ASW	3	4	FBS	79482.9
NA19828	1	ASW	4	4	FBS	97455.3
NA19828	1	ASW	10	11	BGS	69399.2
NA19828	1	ASW	2	7	BGS	30388.248
NA19828	1	ASW	1	7	BGS	38233.173
NA19834	1	ASW	1	7	BGS	70270.992
NA19834	1	ASW	10	11	BGS	66637.3
NA19834	1	ASW	2	7	BGS	66859.518
NA19834	1	ASW	6	6	FBS	68477.3
NA19834	1	ASW	5	6	FBS	91454.1
NA19834	1	ASW	3	6	FBS	90738.6
NA19834	1	ASW	4	6	FBS	87549
NA19835	2	ASW	1	7	BGS	44717.09
NA19835	2	ASW	4	6	FBS	96642.2
NA19835	2	ASW	3	6	FBS	92444
NA19835	2	ASW	5	6	FBS	97654.4
NA19835	2	ASW	10	11	BGS	65128.1
NA19835	2	ASW	2	7	BGS	46252.294
NA19835	2	ASW	6	6	FBS	81003.6
NA19836	2	ASW	3	4	FBS	78047.1
NA19836	2	ASW	6	4	FBS	58560.4
NA19836	2	ASW	2	7	BGS	42507.894
NA19836	2	ASW	1	7	BGS	48231.942
NA19836	2	ASW	10	11	BGS	48962.1
NA19836	2	ASW	5	4	FBS	78318.6
NA19836	2	ASW	6	4	FBS	58560.4
NA19836	2	ASW	4	4	FBS	79148.3
NA19900	1	ASW	4	4	FBS	116739.8
NA19900	1	ASW	3	4	FBS	117666.5
NA19900	1	ASW	2	7	BGS	73566.471
NA19900	1	ASW	1	7	BGS	82651.3215
NA19900	1	ASW	10	11	BGS	87506.6
NA19900	1	ASW	5	6	FBS	107204.5
NA19900	1	ASW	6	6	FBS	81927.9
NA19901	2	ASW	2	7	BGS	27619.834
NA19901	2	ASW	6	4	FBS	30318.7
NA19901	2	ASW	10	11	BGS	38417.5
NA19901	2	ASW	5	4	FBS	72807
NA19901	2	ASW	1	7	BGS	36710.0976
NA19901	2	ASW	6	6	FBS	30318.7
NA19901	2	ASW	4	4	FBS	76567.7
NA19901	2	ASW	3	6	FBS	42481
NA19902	2	ASW	4	4	FBS	83637.3
NA19902	2	ASW	3	4	FBS	104716.6
NA19902	2	ASW	6	4	FBS	84556.7
